trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
805,False,"{'a': 0.015995559255649397, 'e': 0.008886421808694108}",25,20,8.452863229718258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.015915581459371147, 'e': 0.008841989699650638}",25,2,33.70542920127318,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.015836003552074294, 'e': 0.008797779751152385}",35,21,22.46245489341618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.015756823534313923, 'e': 0.008753790852396623}",25,20,9.043998259567413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.01567803941664235, 'e': 0.00871002189813464}",20,15,8.442078656101017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.01559964921955914, 'e': 0.008666471788643966}",25,16,15.577244918848661,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.015521650973461346, 'e': 0.008623139429700747}",30,8,26.377979781385637,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.015444042718594038, 'e': 0.008580023732552244}",25,11,30.74048552465894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.015366822505001067, 'e': 0.008537123613889482}",20,5,23.126425544370612,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.015289988392476063, 'e': 0.008494437995820035}",25,18,9.983438222597156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.015213538450513682, 'e': 0.008451965805840934}",20,1,-9.760949084188466,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
816,False,"{'a': 0.015137470758261112, 'e': 0.008409705976811729}",25,15,5.729900618237162,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.015061783404469807, 'e': 0.00836765744692767}",20,14,9.549161997857095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.014986474487447457, 'e': 0.008325819159693031}",20,12,16.444716073771705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.014911542115010222, 'e': 0.008284190063894567}",20,8,16.777963431916355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.01483698440443517, 'e': 0.008242769113575094}",25,16,16.732910779644083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.014762799482412993, 'e': 0.008201555268007218}",25,0,-45.87582892251198,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
822,False,"{'a': 0.014688985485000926, 'e': 0.008160547491667182}",20,12,18.713387644992935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.014615540557575924, 'e': 0.008119744754208846}",25,14,19.393078223731738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.014542462854788045, 'e': 0.008079146030437802}",25,16,15.467320241426854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.014469750540514104, 'e': 0.008038750300285613}",35,16,34.82807867087577,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.014397401787811534, 'e': 0.007998556548784185}",20,0,27.99481307544762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.014325414778872477, 'e': 0.007958563766040264}",25,0,34.45616267157167,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
828,False,"{'a': 0.014253787704978113, 'e': 0.007918770947210062}",20,16,7.236872864939702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.014182518766453222, 'e': 0.007879177092474012}",25,11,21.115822071220908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.014111606172620958, 'e': 0.007839781207011643}",30,16,28.05267701504867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.014041048141757852, 'e': 0.007800582300976584}",30,9,33.80543136182171,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.013970842901049062, 'e': 0.007761579389471701}",25,14,20.052917936205432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.013900988686543816, 'e': 0.007722771492524342}",20,10,19.96980360621514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.013831483743111097, 'e': 0.007684157635061721}",20,0,23.928261570710557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
835,False,"{'a': 0.013762326324395542, 'e': 0.007645736846886412}",25,6,35.50570046208402,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.013693514692773565, 'e': 0.00760750816265198}",20,10,18.710221502476177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.013625047119309697, 'e': 0.00756947062183872}",30,16,21.604592482352043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.013556921883713149, 'e': 0.007531623268729527}",25,9,25.815537215329222,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.013489137274294582, 'e': 0.007493965152385879}",25,15,20.030851586366566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.013421691587923109, 'e': 0.00745649532662395}",20,10,20.14679797452947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.013354583129983494, 'e': 0.00741921284999083}",30,19,20.328488044248218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.013287810214333576, 'e': 0.007382116785740875}",25,16,16.79692478938137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.013221371163261908, 'e': 0.007345206201812171}",25,15,18.87651621430211,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.013155264307445598, 'e': 0.00730848017080311}",20,9,18.125620792872887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.013089487985908371, 'e': 0.007271937769949095}",20,10,20.189635795883365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.013024040545978829, 'e': 0.007235578081099349}",25,15,16.62586561656922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.012958920343248933, 'e': 0.007199400190693852}",25,15,20.018723291151908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.012894125741532689, 'e': 0.007163403189740383}",25,3,36.30860900929008,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.012829655112825026, 'e': 0.007127586173791681}",25,14,22.907406985491107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.0127655068372609, 'e': 0.0070919482429227226}",25,17,16.924769808607053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.012701679303074595, 'e': 0.007056488501708109}",20,8,18.98260662812567,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.012638170906559222, 'e': 0.007021206059199568}",30,16,26.831068602413794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.012574980052026428, 'e': 0.006986100028903571}",20,4,24.057556221194275,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.012512105151766295, 'e': 0.006951169528759052}",25,15,20.342747120352705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.012449544626007465, 'e': 0.006916413681115258}",30,19,18.257208635654592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.012387296902877426, 'e': 0.006881831612709681}",20,0,29.914130060375076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
857,False,"{'a': 0.01232536041836304, 'e': 0.006847422454646133}",30,8,41.84182493266096,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.012263733616271224, 'e': 0.006813185342372902}",35,8,40.738149305615046,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.012202414948189867, 'e': 0.006779119415661037}",20,6,-28.383308690186194,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
860,False,"{'a': 0.012141402873448918, 'e': 0.006745223818582732}",25,5,32.53210926504156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.012080695859081675, 'e': 0.006711497699489819}",20,11,15.605611477380112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.012020292379786265, 'e': 0.00667794021099237}",30,17,27.710096226996264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.011960190917887333, 'e': 0.006644550509937407}",20,0,29.63271410898329,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
864,False,"{'a': 0.011900389963297897, 'e': 0.00661132775738772}",30,18,21.656444153470915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.011840888013481408, 'e': 0.006578271118600782}",20,10,18.416133169389216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.011781683573414001, 'e': 0.006545379763007778}",20,10,19.085575690476972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.01172277515554693, 'e': 0.006512652864192739}",20,14,8.830432565556212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.011664161279769195, 'e': 0.006480089599871775}",30,0,42.41710808018337,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.011605840473370349, 'e': 0.006447689151872416}",35,17,37.5529076967973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.011547811271003497, 'e': 0.006415450706113054}",25,16,17.945399580950046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.01149007221464848, 'e': 0.006383373452582489}",20,16,8.168708384253513,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.011432621853575239, 'e': 0.006351456585319577}",20,12,11.983651811598708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.011375458744307362, 'e': 0.0063196993023929785}",20,0,29.310626178824627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
874,False,"{'a': 0.011318581450585825, 'e': 0.006288100805881013}",25,19,9.991602599406782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.011261988543332897, 'e': 0.006256660301851609}",20,12,16.835851473265937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.01120567860061623, 'e': 0.00622537700034235}",25,14,19.541698307992675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.01114965020761315, 'e': 0.006194250115340638}",30,16,24.42825150969594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.011093901956575085, 'e': 0.006163278864763935}",25,3,35.51372526438167,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.011038432446792208, 'e': 0.006132462470440116}",30,0,4.530252642646804,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
880,False,"{'a': 0.010983240284558249, 'e': 0.006101800158087915}",20,8,18.230018311024924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.010928324083135457, 'e': 0.006071291157297476}",20,5,22.7983425741153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.010873682462719778, 'e': 0.006040934701510988}",25,10,22.387063674109225,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.010819314050406181, 'e': 0.0060107300280034335}",30,23,6.89997920799191,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.010765217480154148, 'e': 0.005980676377863416}",20,0,33.21017470269113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
885,False,"{'a': 0.010711391392753379, 'e': 0.005950772995974099}",25,11,23.34127521498246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.01065783443578961, 'e': 0.005921019130994228}",25,9,28.731454871666646,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.010604545263610663, 'e': 0.005891414035339257}",20,9,22.14153854694108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.01055152253729261, 'e': 0.005861956965162561}",20,10,19.301737612374158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.010498764924606146, 'e': 0.005832647180336748}",30,8,25.09842672541948,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.010446271099983116, 'e': 0.005803483944435064}",25,0,-2.92369308244655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
891,False,"{'a': 0.010394039744483202, 'e': 0.005774466524712889}",25,7,-9.745826674680043,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
892,False,"{'a': 0.010342069545760784, 'e': 0.005745594192089324}",20,2,24.51423399902354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.01029035919803198, 'e': 0.0057168662211288775}",20,3,26.552905369079678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.01023890740204182, 'e': 0.005688281890023233}",25,8,30.501507777324456,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.01018771286503161, 'e': 0.005659840480573117}",20,10,18.670243766986363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.010136774300706454, 'e': 0.005631541278170252}",30,0,42.757624215937405,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
897,False,"{'a': 0.01008609042920292, 'e': 0.0056033835717794}",25,7,33.39059784844606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.010035659977056905, 'e': 0.005575366653920503}",20,14,11.997795792352619,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.009985481677171622, 'e': 0.005547489820650901}",20,15,7.181942408361545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.009935554268785764, 'e': 0.005519752371547646}",30,17,23.51270348045827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.009885876497441834, 'e': 0.0054921536096899076}",25,13,24.79870435838516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.009836447114954626, 'e': 0.005464692841641458}",20,0,-14.878733837548241,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
903,False,"{'a': 0.009787264879379852, 'e': 0.005437369377433251}",30,21,5.530621888212082,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.009738328554982953, 'e': 0.005410182530546085}",25,17,18.81010115698408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.009689636912208038, 'e': 0.005383131617893354}",20,0,19.73663780921082,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
906,False,"{'a': 0.009641188727646998, 'e': 0.0053562159598038875}",20,5,21.38917837192136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.009592982784008762, 'e': 0.005329434880004868}",20,16,8.554029658609593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.00954501787008872, 'e': 0.005302787705604843}",30,13,34.53938353607425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.009497292780738275, 'e': 0.005276273767076819}",25,19,10.81352475110184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.009449806316834584, 'e': 0.005249892398241435}",30,0,45.29296818933906,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
911,False,"{'a': 0.00940255728525041, 'e': 0.005223642936250228}",25,11,22.973802330878527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.009355544498824158, 'e': 0.005197524721568977}",20,6,21.796664994229353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.009308766776330038, 'e': 0.005171537097961132}",20,8,22.43349666505801,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.009262222942448387, 'e': 0.005145679412471326}",30,17,22.82988083149622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.009215911827736145, 'e': 0.005119951015408969}",25,12,12.930792131403276,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.009169832268597465, 'e': 0.005094351260331925}",20,6,20.765330516668946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.009123983107254478, 'e': 0.0050688795040302655}",30,22,11.44895654930896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.009078363191718206, 'e': 0.005043535106510114}",30,21,18.04288067103171,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.009032971375759613, 'e': 0.005018317430977563}",30,12,26.53006260697523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.008987806518880816, 'e': 0.004993225843822675}",20,10,17.44860207653734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.008942867486286412, 'e': 0.004968259714603562}",25,17,-22.87266506731358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
922,False,"{'a': 0.00889815314885498, 'e': 0.004943418416030544}",25,13,23.822196148120327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.008853662383110706, 'e': 0.004918701323950392}",20,15,9.656630035795729,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.008809394071195152, 'e': 0.00489410781733064}",35,16,33.112460338216096,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.008765347100839175, 'e': 0.0048696372782439865}",25,3,37.97933018925177,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.00872152036533498, 'e': 0.004845289091852766}",20,11,17.89881520970037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.008677912763508305, 'e': 0.004821062646393502}",20,16,10.412359188506299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.008634523199690764, 'e': 0.004796957333161535}",20,9,7.374838764401449,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.008591350583692309, 'e': 0.0047729725464957275}",25,17,13.463852295613078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.008548393830773849, 'e': 0.004749107683763249}",35,19,29.792724923577286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.008505651861619978, 'e': 0.004725362145344432}",30,14,25.736542255120344,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.008463123602311877, 'e': 0.00470173533461771}",20,7,19.75541076768354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.008420807984300319, 'e': 0.004678226657944621}",30,14,-12.877920881176166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
934,False,"{'a': 0.008378703944378816, 'e': 0.004654835524654898}",25,11,30.19235511044966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.008336810424656924, 'e': 0.004631561347031624}",25,12,21.98756707695025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.00829512637253364, 'e': 0.004608403540296466}",35,21,31.596757739082044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.00825365074067097, 'e': 0.004585361522594983}",25,13,26.465442180010903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.008212382486967615, 'e': 0.004562434714982008}",30,12,17.19792513020714,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
939,False,"{'a': 0.008171320574532777, 'e': 0.004539622541407098}",25,16,17.4595467612712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.008130463971660113, 'e': 0.004516924428700063}",25,0,39.81275726675824,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
941,False,"{'a': 0.008089811651801813, 'e': 0.004494339806556563}",30,14,28.10542484425677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.008049362593542803, 'e': 0.004471868107523779}",30,12,31.056569001154877,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.00800911578057509, 'e': 0.004449508766986161}",20,0,27.592148738939592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
944,False,"{'a': 0.007969070201672215, 'e': 0.00442726122315123}",25,16,17.322797911185795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.007929224850663852, 'e': 0.0044051249170354734}",20,16,7.190574456338967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.007889578726410534, 'e': 0.004383099292450296}",20,5,1.5892416710398345,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
947,False,"{'a': 0.00785013083277848, 'e': 0.004361183795988045}",20,16,6.624115839403205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.007810880178614588, 'e': 0.004339377877008104}",20,16,7.955176709650096,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.007771825777721515, 'e': 0.004317680987623064}",20,10,21.015212280869136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.0077329666488329075, 'e': 0.0042960925826849485}",25,14,20.455790665880293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.007694301815588743, 'e': 0.004274612119771524}",30,11,39.252616574518456,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.0076558303065108, 'e': 0.004253239059172667}",20,14,12.196030692648153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.007617551154978246, 'e': 0.004231972863876803}",25,13,21.779838575841154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.007579463399203354, 'e': 0.004210812999557419}",25,14,22.6000051263891,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.007541566082207338, 'e': 0.004189758934559632}",25,7,30.812288044376917,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.007503858251796301, 'e': 0.004168810139886834}",30,16,24.6215895575472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.007466338960537318, 'e': 0.004147966089187399}",30,12,33.540509076400156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.007429007265734633, 'e': 0.004127226258741463}",25,17,15.306873926115884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.0073918622294059586, 'e': 0.004106590127447755}",25,19,12.849857125160616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.00735490291825893, 'e': 0.0040860571768105165}",20,15,10.342656253544696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.007318128403667635, 'e': 0.004065626890926464}",25,0,38.990220827126294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
962,False,"{'a': 0.007281537761649297, 'e': 0.0040452987564718315}",20,10,16.253782633689276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.00724513007284105, 'e': 0.004025072262689472}",35,9,42.341159779740146,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.007208904422476845, 'e': 0.004004946901376025}",30,16,27.21009907419489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.00717285990036446, 'e': 0.0039849221668691445}",20,0,30.983184160554295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
966,False,"{'a': 0.007136995600862639, 'e': 0.003964997556034799}",30,17,25.522800778258357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.007101310622858325, 'e': 0.003945172568254625}",20,0,31.18588796395276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
968,False,"{'a': 0.007065804069744034, 'e': 0.003925446705413352}",20,3,11.533488042005008,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.007030475049395313, 'e': 0.003905819471886285}",30,16,-20.0752246994257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
970,False,"{'a': 0.006995322674148337, 'e': 0.0038862903745268537}",20,13,13.752154890897208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.006960346060777595, 'e': 0.0038668589226542194}",25,14,21.59059816009112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.006925544330473707, 'e': 0.0038475246280409484}",25,15,19.318546242051955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.006890916608821338, 'e': 0.0038282870049007435}",20,0,28.222277904165885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
974,False,"{'a': 0.006856462025777232, 'e': 0.00380914556987624}",30,19,16.649762297786143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.0068221797156483455, 'e': 0.0037900998420268587}",20,14,11.670015905950457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.006788068817070104, 'e': 0.0037711493428167243}",25,1,32.42682700533897,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.006754128472984754, 'e': 0.0037522935961026406}",30,4,40.02366044178689,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.00672035783061983, 'e': 0.0037335321281221274}",25,17,15.436213163404549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
