trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
457,False,"{'a': 0.09153081502257605, 'e': 0.05085045279032003}",30,13,18.075598456397906,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.09107316094746318, 'e': 0.05059620052636843}",25,17,16.632717315213775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.09061779514272585, 'e': 0.05034321952373658}",30,18,8.809388723806546,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.09016470616701222, 'e': 0.0500915034261179}",20,11,14.839937917319672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.08971388263617718, 'e': 0.049841045908987316}",20,8,19.72671449448462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.08926531322299627, 'e': 0.049591840679442376}",20,0,26.99222177499018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
463,False,"{'a': 0.0888189866568813, 'e': 0.04934388147604517}",20,6,3.820974736677756,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.0883748917235969, 'e': 0.04909716206866494}",35,21,26.21972661256181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.0879330172649789, 'e': 0.04885167625832161}",20,0,30.78655476298115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.087493352178654, 'e': 0.048607417877030004}",25,12,21.473309081056144,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.08705588541776074, 'e': 0.04836438078764486}",30,14,26.352127415465148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.08662060599067194, 'e': 0.04812255888370663}",25,20,9.206602569892919,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.08618750296071859, 'e': 0.0478819460892881}",20,9,5.207620752217971,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.08575656544591498, 'e': 0.04764253635884166}",25,6,24.257387318878987,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.08532778261868541, 'e': 0.04740432367704745}",20,14,12.323872000222568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.08490114370559197, 'e': 0.04716730205866221}",25,2,29.753105248302727,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.08447663798706402, 'e': 0.0469314655483689}",25,16,-3.809055085616099,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
474,False,"{'a': 0.0840542547971287, 'e': 0.04669680822062706}",25,14,19.50040858099519,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.08363398352314305, 'e': 0.04646332417952392}",20,8,23.031832245343725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.08321581360552735, 'e': 0.0462310075586263}",30,16,23.84520562630796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.08279973453749971, 'e': 0.04599985252083317}",35,9,28.37622785267203,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.0823857358648122, 'e': 0.045769853258229}",30,8,38.86980206272784,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.08197380718548813, 'e': 0.045541003991937855}",25,11,18.45059709722481,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.0815639381495607, 'e': 0.045313298971978166}",30,0,43.206677137106944,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.08115611845881289, 'e': 0.04508673247711827}",25,18,13.82224914482653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.08075033786651883, 'e': 0.044861298814732685}",20,13,14.089895540821097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.08034658617718624, 'e': 0.04463699232065902}",20,11,15.101100552030147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.0799448532463003, 'e': 0.04441380735905572}",20,13,12.417783329280088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.07954512898006881, 'e': 0.04419173832226045}",25,7,29.858431354167976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.07914740333516847, 'e': 0.043970779630649146}",25,8,33.09692130507856,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.07875166631849262, 'e': 0.0437509257324959}",20,12,8.281368352064217,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.07835790798690015, 'e': 0.043532171103833416}",20,1,33.686941424723884,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.07796611844696566, 'e': 0.04331451024831425}",30,24,12.226688399696554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.07757628785473082, 'e': 0.04309793769707268}",25,10,26.939084233061656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.07718840641545717, 'e': 0.042882448008587315}",30,21,17.435878186289695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.07680246438337988, 'e': 0.04266803576854438}",20,14,9.665737523065722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.07641845206146299, 'e': 0.042454695589701656}",25,14,22.22912281518844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.07603635980115567, 'e': 0.04224242211175315}",20,12,10.209831049714202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.0756561780021499, 'e': 0.042031210001194384}",35,12,34.05683399441877,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.07527789711213914, 'e': 0.04182105395118841}",25,0,37.25107233698392,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.07490150762657845, 'e': 0.04161194868143247}",20,8,22.503668283408075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.07452700008844555, 'e': 0.0414038889380253}",20,9,14.98755537603069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.07415436508800333, 'e': 0.04119686949333518}",25,11,23.253660160550687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.07378359326256331, 'e': 0.0409908851458685}",20,12,13.832827503694668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.0734146752962505, 'e': 0.04078593072013916}",20,3,26.36109070744156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.07304760191976924, 'e': 0.04058200106653846}",25,7,32.34058001583533,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.07268236391017038, 'e': 0.04037909106120577}",35,17,29.18916509613375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.07231895209061955, 'e': 0.040177195605899746}",25,7,-22.122505993669662,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
505,False,"{'a': 0.07195735733016644, 'e': 0.03997630962787024}",20,5,10.529886808014775,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.0715975705435156, 'e': 0.03977642807973089}",20,3,19.626947874652622,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.07123958269079803, 'e': 0.039577545939332236}",30,22,13.042999558704938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.07088338477734404, 'e': 0.03937965820963558}",30,16,27.060598680977932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.07052896785345732, 'e': 0.0391827599185874}",25,0,-74.20111395588877,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
510,False,"{'a': 0.07017632301419002, 'e': 0.03898684611899446}",25,11,24.64292053568327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.06982544139911909, 'e': 0.03879191188839949}",30,16,23.693721674707234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.06947631419212348, 'e': 0.03859795232895749}",20,3,20.240086170688816,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.06912893262116288, 'e': 0.038404962567312705}",30,16,22.42997547967175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.06878328795805705, 'e': 0.03821293775447614}",20,0,30.992138857764786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.06843937151826678, 'e': 0.03802187306570376}",20,6,-17.619539785112984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.06809717466067544, 'e': 0.03783176370037524}",20,14,12.416002306310828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.06775668878737205, 'e': 0.03764260488187336}",25,15,19.457931658398316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.0674179053434352, 'e': 0.037454391857464}",20,12,14.587994219246509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.06708081581671801, 'e': 0.03726711989817667}",20,2,28.302249983688938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.06674541173763443, 'e': 0.03708078429868579}",20,3,27.089256915606377,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.06641168467894626, 'e': 0.036895380377192366}",25,18,13.590885941248466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.06607962625555153, 'e': 0.0367109034753064}",25,11,25.593953733732896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.06574922812427376, 'e': 0.03652734895792987}",25,11,-17.19415626991404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
524,False,"{'a': 0.0654204819836524, 'e': 0.03634471221314022}",20,2,-24.296895868577867,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
525,False,"{'a': 0.06509337957373414, 'e': 0.03616298865207452}",25,6,33.38095171623853,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.06476791267586546, 'e': 0.035982173708814146}",20,7,22.91534190999113,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.06444407311248614, 'e': 0.03580226284027008}",25,15,20.178829389349044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.06412185274692371, 'e': 0.035623251526068725}",20,10,21.120837525085502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.06380124348318908, 'e': 0.03544513526843838}",25,13,22.901319469555403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.06348223726577315, 'e': 0.03526790959209619}",20,16,7.546976995152914,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.06316482607944426, 'e': 0.035091570044135705}",20,9,22.72997878756206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.06284900194904705, 'e': 0.03491611219391503}",30,16,27.02781456153873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.06253475693930181, 'e': 0.03474153163294545}",30,23,11.98372877375452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.062222083154605305, 'e': 0.034567823974780726}",25,0,38.511970379602936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.06191097273883228, 'e': 0.03439498485490682}",20,15,9.473870611786634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.06160141787513811, 'e': 0.034223009930632285}",25,13,25.03600746796675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.061293410785762434, 'e': 0.03405189488097913}",20,15,-13.433502230043525,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.06098694373183362, 'e': 0.03388163540657423}",25,20,13.562469741135823,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.06068200901317446, 'e': 0.03371222722954136}",20,11,17.494966769024057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.06037859896810858, 'e': 0.033543666093393654}",20,14,11.884059013433271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.06007670597326803, 'e': 0.03337594776292668}",30,7,39.1133314427869,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.0597763224434017, 'e': 0.033209068024112054}",25,19,13.172221025613826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.05947744083118469, 'e': 0.033043022683991494}",20,0,31.384820628570566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.05918005362702875, 'e': 0.03287780757057153}",20,6,-12.816280136183952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.05888415335889362, 'e': 0.032713418532718676}",25,17,15.816867092907456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.058589732592099146, 'e': 0.03254985144005508}",20,13,12.822497400982733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.05829678392913866, 'e': 0.03238710218285481}",20,5,30.185535173104558,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.05800530000949296, 'e': 0.03222516667194053}",20,5,20.18390069626731,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.0577152735094455, 'e': 0.03206404083858083}",25,14,21.849676432654586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.05742669714189827, 'e': 0.03190372063438793}",25,11,26.9117741968984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.05713956365618878, 'e': 0.03174420203121599}",35,28,14.81568242100577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.05685386583790782, 'e': 0.0315854810210599}",20,7,22.253826867584188,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.05656959650871829, 'e': 0.031427553615954604}",30,12,25.621906236283714,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.05628674852617469, 'e': 0.03127041584787483}",20,9,-26.043317555362844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
555,False,"{'a': 0.05600531478354383, 'e': 0.031114063768635458}",20,14,13.143964156178608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.055725288209626106, 'e': 0.03095849344979228}",25,11,15.446471862536,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.05544666176857797, 'e': 0.030803700982543317}",25,19,8.343752325702878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.05516942845973508, 'e': 0.030649682477630603}",25,18,13.320487313523717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.05489358131743641, 'e': 0.03049643406524245}",20,10,-35.9407152506165,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
560,False,"{'a': 0.05461911341084923, 'e': 0.030343951894916236}",25,0,40.93745620975756,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.054346017843794975, 'e': 0.030192232135441654}",20,2,25.46140531678252,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.054074287754576005, 'e': 0.030041270974764448}",25,1,40.101373516682884,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.05380391631580312, 'e': 0.029891064619890623}",25,9,16.379790100091284,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.05353489673422411, 'e': 0.02974160929679117}",25,0,30.709244310289247,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.053267222250552984, 'e': 0.029592901250307214}",20,12,15.033360515004821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.05300088613930022, 'e': 0.02944493674405568}",20,6,12.677420202646017,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.05273588170860372, 'e': 0.0292977120603354}",30,16,29.58549687208481,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.0524722023000607, 'e': 0.029151223500033723}",20,6,-26.168254548102432,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
569,False,"{'a': 0.0522098412885604, 'e': 0.029005467382533553}",20,0,26.200637909473294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.0519487920821176, 'e': 0.028860440045620887}",25,5,37.8731057874927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.05168904812170701, 'e': 0.028716137845392783}",20,16,8.356020522346865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.05143060288109847, 'e': 0.02857255715616582}",25,3,-6.291732197810103,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.05117344986669298, 'e': 0.02842969437038499}",20,12,13.547926242873594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.05091758261735952, 'e': 0.028287545898533065}",25,7,19.46600464913847,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.05066299470427272, 'e': 0.0281461081690404}",25,13,8.556558476605755,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.050409679730751354, 'e': 0.028005377628195195}",25,12,22.361403760992832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.050157631332097594, 'e': 0.02786535074005422}",20,12,16.212473441931117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.04990684317543711, 'e': 0.02772602398635395}",25,14,17.425323906278322,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.04965730895955992, 'e': 0.02758739386642218}",20,8,10.006026010338132,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.049409022414762124, 'e': 0.02744945689709007}",20,6,26.425160386809473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.049161977302688314, 'e': 0.027312209612604617}",20,11,16.57359923841134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.04891616741617487, 'e': 0.027175648564541594}",20,12,14.76568651079865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.048671586579094, 'e': 0.027039770321718885}",35,21,26.715350306670846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.04842822864619853, 'e': 0.026904571470110293}",25,17,16.64899829189653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.04818608750296753, 'e': 0.02677004861275974}",25,6,19.145547864603273,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.047945157065452694, 'e': 0.02663619836969594}",35,18,32.57653590888822,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.04770543128012543, 'e': 0.026503017377847462}",20,4,22.077335872258917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.047466904123724805, 'e': 0.026370502290958223}",20,12,14.002173005381607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.04722956960310618, 'e': 0.026238649779503433}",25,20,7.524517448153123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.04699342175509065, 'e': 0.026107456530605914}",20,14,12.491006303023486,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.046758454646315194, 'e': 0.025976919247952885}",25,0,37.20211315342212,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
592,False,"{'a': 0.04652466237308362, 'e': 0.025847034651713122}",20,6,17.976820755142732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.046292039061218204, 'e': 0.025717799478454557}",20,7,22.682249240043074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.04606057886591211, 'e': 0.02558921048106228}",20,12,14.749492113790883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.04583027597158255, 'e': 0.025461264428656972}",20,12,-5.948309724469309,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
596,False,"{'a': 0.045601124591724634, 'e': 0.025333958106513687}",30,14,27.195568777812547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.045373118968766016, 'e': 0.025207288315981118}",25,11,23.75698474077701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.04514625337392218, 'e': 0.025081251874401213}",20,0,27.111898329485157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
599,False,"{'a': 0.04492052210705257, 'e': 0.024955845615029205}",25,8,28.644949893033125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.04469591949651731, 'e': 0.024831066386954058}",20,0,31.750284226488443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
601,False,"{'a': 0.044472439899034724, 'e': 0.02470691105501929}",20,2,30.048461724210703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.04425007769953954, 'e': 0.02458337649974419}",20,2,27.6725397237861,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.044028827311041845, 'e': 0.02446045961724547}",20,13,16.80171811841939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.04380868317448664, 'e': 0.024338157319159243}",20,9,17.83850766462732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.043589639758614206, 'e': 0.024216466532563447}",25,16,19.568067864496793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.04337169155982114, 'e': 0.02409538419990063}",20,10,18.190276429220248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.04315483310202203, 'e': 0.023974907278901128}",20,2,18.08616991917513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.04293905893651192, 'e': 0.02385503274250662}",25,17,12.293610854799903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.04272436364182936, 'e': 0.02373575757879409}",25,2,36.06879954971772,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.04251074182362022, 'e': 0.02361707879090012}",20,9,21.81533339965616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.04229818811450212, 'e': 0.023498993396945618}",25,11,-15.15086304442679,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.042086697173929606, 'e': 0.02338149842996089}",20,8,-22.20569033702877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
613,False,"{'a': 0.04187626368805995, 'e': 0.023264590937811084}",20,8,17.573803923579195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.04166688236961965, 'e': 0.02314826798312203}",20,2,24.613881996690417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.041458547957771555, 'e': 0.02303252664320642}",30,21,12.278493797272919,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.041251255217982695, 'e': 0.022917364009990386}",25,16,16.052236869379556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.041044998941892785, 'e': 0.022802777189940435}",20,3,26.300998530423847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.04083977394718332, 'e': 0.022688763303990733}",25,18,2.426989755146731,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.0406355750774474, 'e': 0.02257531948747078}",25,14,-1.017235581604142,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
620,False,"{'a': 0.04043239720206016, 'e': 0.022462442890033425}",20,0,13.943498568024632,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
621,False,"{'a': 0.04023023521604986, 'e': 0.022350130675583255}",25,12,22.18916940168023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.04002908403996961, 'e': 0.02223838002220534}",20,0,34.988058444173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.039828938619769765, 'e': 0.022127188122094313}",30,0,-13.586643004994903,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
624,False,"{'a': 0.03962979392667092, 'e': 0.022016552181483844}",25,11,25.07660025491853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.03943164495703756, 'e': 0.021906469420576422}",30,12,31.25995651761235,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.039234486732252376, 'e': 0.021796937073473542}",25,15,-25.04943662949677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.03903831429859111, 'e': 0.021687952388106172}",20,9,20.337901611349853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.03884312272709816, 'e': 0.021579512626165642}",30,13,29.789633141010558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.038648907113462666, 'e': 0.021471615063034813}",25,17,14.303579122892836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.03845566257789535, 'e': 0.02136425698771964}",25,9,-13.899394032445546,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
